customer_id,first_name,last_name,address,sec_address,zipcode,city,state,Country
118, Robert, Bender,313 Grant Avenue,unit 50,93301,Bakersfield,CA,USA
119, Caroline, Henderson,8227 Acorn Street,,93304,Bakersfield,CA,USA
120, King, West,1698 Juniper Avenue,,93304,Bakersfield,CA,USA
121, Isabella, Ayala,9670 Madison Avenue,,93301,Bakersfield,CA,USA
122, Beckett, Silva,8819 Redwood Avenue,,93304,Bakersfield,CA,USA
123, Charles, Reynolds,8836 Laurel Road,,93301,Bakersfield,CA,USA
124, Finn, Carlson,8991 Rosewood Avenue,,93301,Bakersfield,CA,USA
125, Noah, Sanders,4809 Cedar Lane,,93308,Bakersfield,CA,USA
126, Ethan, Chen,6339 Arthur Street,unit 11,93305,Bakersfield,CA,USA
127, James, Bryant,7627 Birch Street,,93308,Bakersfield,CA,USA
128, Cameron, Stevenson,5277 Birchcrest Avenue,,93307,Bakersfield,CA,USA
129, Savannah, Stout,1038 Main Drive,bldg 49,93304,Bakersfield,CA,USA
130, Caleb, Baker,2081 Forest Drive,,93308,Bakersfield,CA,USA
131, Isla, Foreman,228 Rosewood Street,,93308,Bakersfield,CA,USA
132, Elena, Roman,5101 Laurel Road,unit 37,93304,Bakersfield,CA,USA
133, Jocelyn, Martin,3880 Grove Avenue,,93305,Bakersfield,CA,USA
134, Julia, Morgan,5673 Elmwood Road,apt 12,93304,Bakersfield,CA,USA
135, Elena, Chan,2146 Lincoln Avenue,,93304,Bakersfield,CA,USA
136, Michael, Morton,4250 Redwood Avenue,,93308,Bakersfield,CA,USA
137, Lillian, Duke,5159 Washington Drive,,93301,Bakersfield,CA,USA
138," Raegan

", Mayo,7349 Acorn Avenue,,93308,Bakersfield,CA,USA
139, Jason, Lawson,2582 Willow Avenue,bldg 24,93308,Bakersfield,CA,USA
140, Ethan, Russell,6193 Oakridge Avenue,,93304,Bakersfield,CA,USA
141, Adeline, Garcia,5024 Elmwood Lane,,93304,Bakersfield,CA,USA
142, Gabrielle, Perez,6901 Madison Boulevard,apt 43,93301,Bakersfield,CA,USA
143, Cooper, Lewis,6737 Oakridge Avenue,bldg 14,93301,Bakersfield,CA,USA
144, John, Adams,9245 Taft Avenue,unit 37,93305,Bakersfield,CA,USA
145, Arthur, Parker,1424 Summer Lane,,93301,Bakersfield,CA,USA
146, Jasmine, Kim,7505 Juniper Avenue,apt 18,93304,Bakersfield,CA,USA
147, Caroline, McCall,3677 Chestnut Lane,,93304,Bakersfield,CA,USA
148, Harley, Anderson,7065 Hayes Street,,93301,Bakersfield,CA,USA
149, August, West,8092 Redwood Avenue,apt 5,93304,Bakersfield,CA,USA
150, Timothy, Montoya,8347 Willow Avenue,,93307,Bakersfield,CA,USA
151, Layla, Lee,1252 Birchwood Road,,93301,Bakersfield,CA,USA
152, Delilah, Wilson,7509 Pine Boulevard,,93304,Bakersfield,CA,USA
153, Rebecca, Moore,9449 Truman Street,,93308,Bakersfield,CA,USA
154, Gianna, Huber,7280 Spruce Lane,unit 2,93301,Bakersfield,CA,USA
155, Julia, Cooper,9436 Wilson Drive,,93301,Bakersfield,CA,USA
156, Aurora, Lee,1820Main Street,,93301,Bakersfield,CA,USA
157, Levi, Perez,9800 Mapleview Lane,bldg 2,93304,Bakersfield,CA,USA
158, Aubrey, Soto,9611 Arthur Road,,93308,Bakersfield,CA,USA
159, Connor, Perez,2121 Pinehill Lane,,93308,Bakersfield,CA,USA
160, Charles, Galloway,8572 Harding Lane,unit 21,93308,Bakersfield,CA,USA
161, Peyton, Howard,4347 Spruce Lane,,93304,Bakersfield,CA,USA
162, Caleb, Stewart,9908 Maple Lane,apt 19,93304,Bakersfield,CA,USA
163, John, Kim,7133 Dogwood Street,,93301,Bakersfield,CA,USA
164, Connor, Rhodes,6140 Forest Drive,unit 37,93301,Bakersfield,CA,USA
165, Josiah, Brown,6839 Acorn Avenue,,93305,Bakersfield,CA,USA
166, Ariana, Perez,1566 Harding Lane,unit 13,93304,Bakersfield,CA,USA
167, Thomas, Jordan,5024 Adams Street,bldg 34,93309,Bakersfield,CA,USA
168, Adeline, Soto,6802 Spruce Drive,,93301,Bakersfield,CA,USA
169, Gabriel, Mason,1056 Sycamore Street,,93301,Bakersfield,CA,USA
170, Isabella, Oliver,1566 Maplewood Avenue,bldg 44,93306,Bakersfield,CA,USA
171, Nathan, Sanchez,3659 Arthur Road,bldg 3,93304,Bakersfield,CA,USA
172, Victoria, Foster,9323 Forest Avenue,,93307,Bakersfield,CA,USA
173, Addison, Rosales,8580 Elm Avenue,apt 16,93304,Bakersfield,CA,USA
174, Naomi, Dixon,3992 Harding Lane,bldg 8,93304,Bakersfield,CA,USA
175, Samantha, Montoya,8914 Magnolia Street,,93301,Bakersfield,CA,USA
176, Peyton, Duke,8322 Sycamore Avenue,,93307,Bakersfield,CA,USA
177, Rebecca, Ayala,5760 Hoover Street,apt 28,93304,Bakersfield,CA,USA
178, Wesley, Oliver,6065 Monroe Drive,,93301,Bakersfield,CA,USA
179, Samantha, Castro,7109 Madison Boulevard,,93306,Bakersfield,CA,USA
180, Mackenzie, Lawson,8922 Acorn Avenue,unit 19,93301,Bakersfield,CA,USA
181, Isabella, Edwards,4463 Oakdale Avenue,,93304,Bakersfield,CA,USA
182, Julian, Morgan,4768 Cherry Avenue,unit 31,93304,Bakersfield,CA,USA
183, Rebecca, Dickson,7715 Cherry Avenue,,93306,Bakersfield,CA,USA
184, Harley, Peters,626 Spruce Street,unit 35,93306,Bakersfield,CA,USA
185, Zoe, Sullivan,6226 Laurel Drive,unit 46,93301,Bakersfield,CA,USA
186, Caroline, Bowers,2406 Willow Avenue,bldg 43,93306,Bakersfield,CA,USA
187, Skylar, Riley,4197 Autumn Avenue,,93304,Bakersfield,CA,USA
188, Camila, Weber,31 Lincoln Avenue,apt 4,93301,Bakersfield,CA,USA
189, Morgan, Fisher,4763 Walnut Street,,93304,Bakersfield,CA,USA
190, Daniel, Hernandez,2482 Dogwood Lane,,93304,Bakersfield,CA,USA
191, Cameron, Huynh,5651 Maple Avenue,unit 24,93301,Bakersfield,CA,USA
192, Julia, Griffith,2169 Cherry Avenue,,93301,Bakersfield,CA,USA
193, Henry, Thompson,3548 Lincoln Avenue,,93304,Bakersfield,CA,USA
194, Ethan, Pena,5264 Willow Lane,,93304,Bakersfield,CA,USA
195, Paisley, Davenport,755 Willowwood Street,apt 46,93301,Bakersfield,CA,USA
196, Gavin, Church,3642 Acorn Street,bldg 23,93305,Bakersfield,CA,USA
197, Mackenzie, Brown,5782 Willowcrest Lane,,93304,Bakersfield,CA,USA
198, Wesley, Wallace,1952 Dogwood Street,,93307,Bakersfield,CA,USA
199, Axel, Weber,9161 Oakdale Avenue,,93301,Bakersfield,CA,USA
200, Gabrielle, Galloway,9839 Acorn Road,apt 16,93308,Bakersfield,CA,USA
201, Mackenzie, Brown,5072 Forest Avenue,,93304,Bakersfield,CA,USA
202, Ezekiel, McDaniel,4607 Chestnut Lane,,93301,Bakersfield,CA,USA
203, Nicholas, Young,8408 Dogwood Lane,,93304,Bakersfield,CA,USA
204, Morgan, Adams,7043 Laurel Road,bldg 19,93304,Bakersfield,CA,USA
205, Genesis, Carlson,3421 Jefferson Avenue,unit 11,93304,Bakersfield,CA,USA
206, Layla, Campbell,6473 Willow Lane,unit 41,93307,Bakersfield,CA,USA
207, Ava, Keith,6652 Acorn Avenue,,93301,Bakersfield,CA,USA
208, Isabella, Adams,562 Oakridge Avenue,,93301,Bakersfield,CA,USA
209, Isabella, Lynch,3338 Elm Street,,93304,Bakersfield,CA,USA
210, Isabella, Howard,4093 Rosewood Street,,93301,Bakersfield,CA,USA
211, Aurora, Rhodes,478 Cedar Avenue,,93307,Bakersfield,CA,USA
212, Sydney, Barrett,1183 Sycamore Avenue,,93304,Bakersfield,CA,USA
213, Gabriella, Robinson,3121 Juniper Drive,,93304,Bakersfield,CA,USA
214, Mia, Chavez,3684 Chestnut Lane,,93309,Bakersfield,CA,USA
215, Caleb, Keith,1901 Oak Street,unit 16,93304,Bakersfield,CA,USA
216, Jacob, Nguyen,3456 Polk Drive,,93304,Bakersfield,CA,USA
217, Sebastian, Walker,1732 Garfield Road,,93301,Bakersfield,CA,USA
218, Grayson, Rodriguez,4756 Adams Lane,,93304,Bakersfield,CA,USA
219, Zoe, Hernandez,"1594 Pine Street
",bldg 2,93304,Bakersfield,CA,USA
220, Levi, Buchanan,9969 Polk Drive,,93304,Bakersfield,CA,USA
221, Caleb, Buchanan,978 Dogwood Lane,,93301,Bakersfield,CA,USA
222, Peyton, Holland,3327 Elmwood Lane,bldg 4,93301,Bakersfield,CA,USA
223, Benjamin, Keller,1939 Dogwood Lane,,93301,Bakersfield,CA,USA
224, Jacob, Lopez,3802 Oak Avenue,,93304,Bakersfield,CA,USA
225, Brooks, Wolfe,2541 Oak Avenue,unit 40,93305,Bakersfield,CA,USA
226, Ariel, Ward,5608 Oak Boulevard,,93309,Bakersfield,CA,USA
227, Jonah, Collins,9081 Birch Lane,,93304,Bakersfield,CA,USA
228, Sawyer, Riley,2104 Pinehurst Drive,,93304,Bakersfield,CA,USA
229, Dominic, Roman,5273 Willow Lane,,93305,Bakersfield,CA,USA
230, Jonah, Schwartz,8165 Chestnut Street,,93308,Bakersfield,CA,USA
231, Caleb, Baker,1696 Washington Drive,bldg 8,93304,Bakersfield,CA,USA
232, Sydney, Chang,477 Pinehill Lane,,93304,Bakersfield,CA,USA
233, Holden, Hill,2217 Acorn Drive,bldg 1,93304,Bakersfield,CA,USA
234, Zachary, Peters,4375 Spruce Avenue,,93306,Bakersfield,CA,USA
235, Timothy, Peters,1803 Pine Boulevard,,93305,Bakersfield,CA,USA
236, Jackson, Duffy,2846 Laurel Road,,93301,Bakersfield,CA,USA
237, Harper, Griffith,5202 Acorn Avenue,,93304,Bakersfield,CA,USA
238, Gavin, Anderson,4184 Roosevelt Street,,93304,Bakersfield,CA,USA
239, Elizabeth, Wolfe,2534 Oak Avenue,apt 50,93305,Bakersfield,CA,USA
240, Harrison, Casey,6867 Rosewood Drive,,93307,Bakersfield,CA,USA
241, Levi, Cox,9766 Sycamore Boulevard,,93301,Bakersfield,CA,USA
242, Emmett, Chavez,3368 Forest Drive,unit 48,93304,Bakersfield,CA,USA
243, Wyatt, Harris,8084 Laurel Drive,apt 46,93301,Bakersfield,CA,USA
244, Lily, Hayes,1537 Coolidge Avenue,,93304,Bakersfield,CA,USA
245, Sebastian, Luna,1028 Maple Lane,apt 36,93307,Bakersfield,CA,USA
246, Everett, Wilson,6965 Laurel Road,,93304,Bakersfield,CA,USA
247, Gideon, Deleon,4232 Magnolia Drive,,93305,Bakersfield,CA,USA
248, Tristan, Myers,5252 Cedar Lane,,93304,Bakersfield,CA,USA
249, Avery, White,1165 Sycamore Avenue,bldg 33,93304,Bakersfield,CA,USA
250, Evelyn, McCall,2123 Taft Lane,,93301,Bakersfield,CA,USA
251, Reagan, Dixon,212 Redwood Lane,apt 48,93304,Bakersfield,CA,USA
252, Bennett, Reynolds,8978 Monroe Drive,unit 11,93307,Bakersfield,CA,USA
253, Gabriel, Fitzpatrick,"9423 Pine Street
",bldg 45,93304,Bakersfield,CA,USA
254, Jeremiah," Yu
",371 Coolidge Avenue,,93307,Bakersfield,CA,USA
255, Roman, Adams,829 Magnolia Street,,93301,Bakersfield,CA,USA
256, Nora, Moore,2022 Walnut Street,,93301,Bakersfield,CA,USA
257, Xavier, Scott,5610 Chestnut Street,,93304,Bakersfield,CA,USA
258, Dylan, Wilson,5801 Maple Lane,,93304,Bakersfield,CA,USA
259, Grayson, Morales,1241 Juniper Street,apt 27,93301,Bakersfield,CA,USA
260, Leah, Torres,4750 Juniper Street,bldg 47,93304,Bakersfield,CA,USA
261, Gianna, Duncan,6966 Oakwood Drive,,93304,Bakersfield,CA,USA
262," Raegan

", McDaniel,4048 Hayes Street,,93305,Bakersfield,CA,USA
263, Zoe, Deleon,9939 Oakwood Drive,,93304,Bakersfield,CA,USA
264, Claire, Castro,9180 Spruce Lane,,93301,Bakersfield,CA,USA
265, Grace, Davenport,592 Spruce Avenue,bldg 41,93308,Bakersfield,CA,USA
266, Paisley, Peters,604 Eisenhower Avenue,,93308,Bakersfield,CA,USA
267, Aurora, Burgess,6101 Oak Lane,,93304,Bakersfield,CA,USA
268, Morgan, Carlson,4317 Jefferson Avenue,unit 1,93304,Bakersfield,CA,USA
269, Tristan, Morales,3508 Acorn Road,unit 26,93307,Bakersfield,CA,USA
270, James, Short,4971 Sycamore Boulevard,,93305,Bakersfield,CA,USA
271, Hannah, Bryant,6499 Laurel Drive,apt 9,93307,Bakersfield,CA,USA
272, Emmett, Mason,3685 Willowcrest Lane,bldg 45,93304,Bakersfield,CA,USA
273, Morgan, Weber,3670 Sycamore Avenue,unit 45,93304,Bakersfield,CA,USA
274, Dylan, Galloway,5154 Laurel Road,,93301,Bakersfield,CA,USA
275, Jordyn, Keller,2659 Rosewood Lane,,93301,Bakersfield,CA,USA
276, Eli, Burgess,1583 Pinehurst Drive,,93304,Bakersfield,CA,USA
277, Zoey, Cooper,"952 Pine Street
",apt 32,93301,Bakersfield,CA,USA
278, Claire, Mason,9092 Magnolia Drive,,93306,Bakersfield,CA,USA
279, Cameron, Stewart,5508 Adams Street,unit 19,93309,Bakersfield,CA,USA
280, Timothy, Nguyen,1982 Maplewood Avenue,,93304,Bakersfield,CA,USA
281, Axel, Williams,1258 Willow Lane,,93304,Bakersfield,CA,USA
282, Scarlett, Thompson,8704 Chestnut Lane,,93301,Bakersfield,CA,USA
283, Nora, Kim,1455 Elmwood Road,,93308,Bakersfield,CA,USA
284, Caleb, Taylor,464 Magnolia Lane,unit 43,93301,Bakersfield,CA,USA
285,Alexander, Shaffer,3706 Juniper Avenue,bldg 46,93301,Bakersfield,CA,USA
286, Wyatt, Brown,969 Chestnut Lane,,93306,Bakersfield,CA,USA
287, Gabrielle, Wilson,6861 Parkside Avenue,,93304,Bakersfield,CA,USA
288, Rebecca, Shields,5445 Spruce Drive,,93305,Bakersfield,CA,USA
289, Joseph, Chang,4962 Oak Boulevard,,93307,Bakersfield,CA,USA
290, Jeremiah, Rojas,8212 Willowwood Street,,93304,Bakersfield,CA,USA
291, Aubrey, Duke,4071 Rosewood Drive,bldg 27,93304,Bakersfield,CA,USA
292, Sofia, Weber,568 Birch Lane,,93304,Bakersfield,CA,USA
293, Clara, Kirby,8778 Elmwood Drive,,93301,Bakersfield,CA,USA
294, Emma, Clark,7335 Birch Street,,93308,Bakersfield,CA,USA
295, Brooks, Hernandez,8628 Eisenhower Avenue,apt 23,93304,Bakersfield,CA,USA
296, Joseph, Allen,9266 Acorn Street,,93301,Bakersfield,CA,USA
297, Adeline, Chen,9851 Arthur Road,,93301,Bakersfield,CA,USA
298, Julian, Roman,610 Elm Drive,,93301,Bakersfield,CA,USA
299, Caroline, Schwartz,1026Main Street,,93304,Bakersfield,CA,USA
300, Grace, Clark,667 Sycamore Avenue,,93301,Bakersfield,CA,USA
301, Elena, Simmons,4165 Autumn Avenue,,93301,Bakersfield,CA,USA
302, Isaac, Hayes,8425 Main Drive,unit 20,93305,Bakersfield,CA,USA
303, Xavier, Sanchez,3347 Maplewood Avenue,,93301,Bakersfield,CA,USA
304, Theodore, Chavez,226 Sunset Boulevard,,93304,Bakersfield,CA,USA
305, Andrew, Lee,2054 Laurel Drive,,93301,Bakersfield,CA,USA
306, Xavier, Pearson,2891 McKinley Road,,93301,Bakersfield,CA,USA
307, Brooks, Perez,819 Dogwood Lane,,93309,Bakersfield,CA,USA
308, Colton, Hall,6961 Madison Avenue,apt 22,93304,Bakersfield,CA,USA
309, Sebastian, Carter,8902 Chestnut Drive,unit 45,93301,Bakersfield,CA,USA
310, Axel, Jordan,2312 Sunset Boulevard,,93304,Bakersfield,CA,USA
311, Penelope, Stevenson,2373 Garfield Lane,unit 15,93301,Bakersfield,CA,USA
312, Annabelle, Perez,3548 Forest Drive,,93301,Bakersfield,CA,USA
313, Chloe, Schwartz,2755 Grove Avenue,,93301,Bakersfield,CA,USA
314, Annabelle, McDaniel,4823 Truman Street,,93306,Bakersfield,CA,USA
315, Aaron, McCarty,4327 Chestnut Street,,93309,Bakersfield,CA,USA
316, Serenity, Foreman,6322 Forest Avenue,bldg 27,93308,Bakersfield,CA,USA
317, James,Smith,5118 Pine Road,apt 7,93301,Bakersfield,CA,USA
318, Harrison, Morris,335 Lincoln Road,,93304,Bakersfield,CA,USA
319, Gabrielle, Ford,7718 Cherry Street,,93304,Bakersfield,CA,USA
320, James, Sanchez,4952 Maplewood Avenue,unit 50,93304,Bakersfield,CA,USA
321, Sawyer, Cole,9316 Birch Lane,,93301,Bakersfield,CA,USA
322, Skylar, Hopkins,8242 Willowwood Street,,93304,Bakersfield,CA,USA
323, Hannah, Adams,5023 Willow Avenue,,93304,Bakersfield,CA,USA
324, Sofia, McDaniel,7409 Maplehurst Lane,bldg 13,93301,Bakersfield,CA,USA
325, Jordyn, Morales,8370 Wilson Boulevard,,93301,Bakersfield,CA,USA
326, Madison, Huber,2544 Birch Lane,,93301,Bakersfield,CA,USA
327, Hannah, Munoz,1596 Birch Lane,bldg 19,93304,Bakersfield,CA,USA
328, Micah, Mitchell,4115 Garfield Lane,,93304,Bakersfield,CA,USA
329, Brooks, Dickson,6425 Maplewood Road,unit 43,93301,Bakersfield,CA,USA
330, Micah, Luna,2915 Cedarhurst Lane,,93301,Bakersfield,CA,USA
331, Ariella, Myers,1146 Rosewood Drive,,93304,Bakersfield,CA,USA
332, Dominic, Stout,6449 Garfield Road,,93304,Bakersfield,CA,USA
333, Aria, Bowers,1949 Dogwood Lane,,93304,Bakersfield,CA,USA
334, Jaxon, Duncan,1919 Park Avenue,unit 35,93301,Bakersfield,CA,USA
335, Xavier, Morales,202 Spruce Lane,unit 31,93301,Bakersfield,CA,USA
336, Jacob, Buchanan,1771 Monroe Drive,,93304,Bakersfield,CA,USA
337, Benjamin, Cummings,4850 Hoover Street,unit 31,93304,Bakersfield,CA,USA
